# epoch	train_loss	dev_loss	dev_score	best_dev_score
1	1.249228	0.0452	0.0452
1	1.248973	0.0415	0.0415
2	1.185361	0.0407	0.0452
2	1.185831	0.0422	0.0422
3	1.153074	0.0391	0.0452
3	1.167402	0.0437	0.0437
4	1.110620	0.0169	0.0452
4	1.156369	0.0079	0.0437
5	1.081077	0.0456	0.0456
5	1.145041	0.0459	0.0459
6	1.067306	0.0435	0.0456
6	1.133119	0.0288	0.0459
7	1.061560	0.0315	0.0456
7	1.118220	0.0448	0.0459
8	1.049582	0.0304	0.0456
8	1.081024	0.0439	0.0459
9	1.038324	0.0296	0.0456
9	1.070369	0.0513	0.0513
10	1.035034	0.0595	0.0595
10	1.062006	0.0500	0.0513
11	1.033174	0.0227	0.0595
11	1.052434	0.0494	0.0513
12	1.030100	0.0395	0.0595
12	1.046879	0.0447	0.0513
13	1.028270	0.0578	0.0595
13	1.043692	0.0163	0.0513
14	1.026641	0.0353	0.0595
14	1.040473	0.0462	0.0513
15	1.023079	0.0376	0.0595
15	1.037187	0.0403	0.0513
16	1.022671	0.0523	0.0595
16	1.036405	0.0565	0.0565
17	1.021927	0.0444	0.0595
17	1.035646	0.0540	0.0565
18	1.018824	0.0380	0.0595
18	1.033746	0.0557	0.0565
19	1.016147	0.0466	0.0595
19	1.031539	0.0493	0.0565
20	1.015309	0.0545	0.0595
20	1.030503	0.0531	0.0565
21	1.014960	0.0561	0.0595
21	1.027826	0.0538	0.0565
22	1.014532	0.0596	0.0596
22	1.026395	0.0399	0.0565
23	1.013792	0.0555	0.0596
23	1.022148	0.0458	0.0565
24	1.012053	0.0514	0.0596
24	1.018575	0.0475	0.0565
25	1.010405	0.0488	0.0596
25	1.014265	0.0441	0.0565
26	1.007465	0.0522	0.0596
26	1.005705	0.0584	0.0584
27	1.006411	0.0521	0.0596
28	1.005566	0.0499	0.0596
27	1.005036	0.0292	0.0584
29	1.002544	0.0221	0.0596
28	1.001769	0.0496	0.0584
30	0.999744	0.0595	0.0596
29	1.000698	0.0588	0.0588
31	0.998562	0.0273	0.0596
30	1.000026	0.0597	0.0597
32	0.996095	0.0588	0.0596
31	0.996404	0.0471	0.0597
33	0.995256	0.0213	0.0596
32	0.996603	0.0451	0.0597
34	0.992754	0.0619	0.0619
33	0.993205	0.0533	0.0597
35	0.992581	0.0448	0.0619
34	0.992861	0.0544	0.0597
36	0.992794	0.0481	0.0619
35	0.992444	0.0624	0.0624
37	0.990419	0.0653	0.0653
36	0.991041	0.0475	0.0624
38	0.990076	0.0519	0.0653
37	0.991003	0.0589	0.0624
39	0.987928	0.0621	0.0653
38	0.990884	0.0662	0.0662
40	0.987039	0.0553	0.0653
39	0.988764	0.0652	0.0662
41	0.987228	0.0361	0.0653
40	0.988520	0.0626	0.0662
42	0.984009	0.0545	0.0653
41	0.986077	0.0565	0.0662
43	0.984346	0.0376	0.0653
42	0.985004	0.0367	0.0662
44	0.982148	0.0513	0.0653
43	0.982950	0.0572	0.0662
45	0.980474	0.0432	0.0653
44	0.983047	0.0649	0.0662
46	0.978408	0.0513	0.0653
45	0.981614	0.0650	0.0662
47	0.978553	0.0448	0.0653
46	0.979525	0.0463	0.0662
48	0.976151	0.0571	0.0653
47	0.977795	0.0639	0.0662
49	0.975292	0.0507	0.0653
48	0.976821	0.0595	0.0662
50	0.972961	0.0592	0.0653
49	0.974285	0.0484	0.0662
51	0.973674	0.0622	0.0653
50	0.973401	0.0420	0.0662
52	0.972366	0.0536	0.0653
51	0.974133	0.0481	0.0662
53	0.967952	0.0639	0.0653
52	0.971912	0.0683	0.0683
54	0.967158	0.0600	0.0653
53	0.970919	0.0623	0.0683
55	0.965422	0.0609	0.0653
56	0.961993	0.0420	0.0653
54	0.969291	0.0635	0.0683
57	0.955628	0.0608	0.0653
55	0.968440	0.0581	0.0683
58	0.951015	0.0520	0.0653
56	0.967924	0.0577	0.0683
59	0.946770	0.0596	0.0653
57	0.968223	0.0536	0.0683
60	0.944584	0.0662	0.0662
61	0.943503	0.0597	0.0662
62	0.941561	0.0572	0.0662
63	0.939570	0.0637	0.0662
64	0.938886	0.0632	0.0662
65	0.937532	0.0645	0.0662
66	0.934463	0.0572	0.0662
67	0.934154	0.0663	0.0663
68	0.933808	0.0583	0.0663
69	0.930435	0.0644	0.0663
70	0.930384	0.0695	0.0695
71	0.927993	0.0648	0.0695
72	0.925551	0.0665	0.0695
73	0.924555	0.0681	0.0695
74	0.925095	0.0705	0.0705
75	0.924195	0.0698	0.0705
76	0.924414	0.0614	0.0705
77	0.922972	0.0574	0.0705
78	0.919653	0.0689	0.0705
79	0.919836	0.0675	0.0705
80	0.919122	0.0710	0.0710
