# epoch	train_loss	dev_loss	dev_score	best_dev_score
1	1.388603	0.0588	0.0588
2	1.309931	0.0601	0.0601
3	1.277600	0.0650	0.0650
4	1.263271	0.0698	0.0698
5	1.242207	0.0611	0.0698
6	1.228042	0.0695	0.0698
7	1.217393	0.0711	0.0711
8	1.213970	0.0501	0.0711
9	1.211446	0.0537	0.0711
10	1.205452	0.0501	0.0711
11	1.200626	0.0573	0.0711
12	1.196707	0.0403	0.0711
13	1.191422	0.0537	0.0711
14	1.189244	0.0235	0.0711
15	1.185896	0.0371	0.0711
16	1.179230	0.0633	0.0711
17	1.170651	0.0521	0.0711
18	1.167221	0.0395	0.0711
19	1.161039	0.0664	0.0711
20	1.160725	0.0528	0.0711
21	1.155864	0.0354	0.0711
22	1.153879	0.0734	0.0734
23	1.154314	0.0351	0.0734
24	1.150001	0.0277	0.0734
25	1.148518	0.0279	0.0734
26	1.148871	0.0363	0.0734
27	1.146728	0.0559	0.0734
28	1.145932	0.0604	0.0734
29	1.146785	0.0666	0.0734
30	1.145481	0.0312	0.0734
31	1.144759	0.0768	0.0768
32	1.143670	0.0606	0.0768
